,Name,features,pca_dim,MSE,MAbsE,Explained_variance_score,R_squared
37,linear_reg,600,20,0.06235425895315109,0.20320517237223287,-0.048072017642571,-0.12708063205767234
38,linear_reg,1100,20,0.05862181061146051,0.19769260975462125,-0.03036454810411702,-0.07739937525643954
39,linear_reg,1600,20,0.05582206180311794,0.19255803475750236,-0.017446931124515747,-0.08317294326164366
40,linear_reg,2100,20,0.06282097905011076,0.20371109651917618,-0.024028138491198198,-0.09083261731708002
41,linear_reg,2600,20,0.059422132925111656,0.2012394021930987,-0.006804482621052615,-0.05067975217422492
42,linear_reg,3100,20,0.06264989096281195,0.20337413804409693,-0.003394723542164274,-0.04077845010937779
43,linear_reg,3600,20,0.05761756840100468,0.19801424148455643,0.0004483419019605861,-0.06026076067814991
44,linear_reg,4100,20,0.05860226724814819,0.19553751664753347,-0.019556123897942007,-0.09931066845504427
45,linear_reg,4600,20,0.05455633014283643,0.1898739926401833,-0.0226717641402882,-0.07793540962181532
46,linear_reg,5100,20,0.058214696019022225,0.19291721148655494,-0.0202130042580627,-0.05490662898579777
47,linear_reg,5600,20,0.058664646197261826,0.20044537384262381,-0.02630425725075373,-0.08505325270943984
48,linear_reg,6100,20,0.06173258850699196,0.20117560003279428,-0.0276714926822281,-0.07947893633952396
49,linear_reg,6600,20,0.060895440347372765,0.20153931184758242,-0.018417840239918104,-0.09034108347533147
50,linear_reg,7100,20,0.06085251874975618,0.2013419628340662,-0.014764353919600088,-0.10435793250693974
51,linear_reg,7600,20,0.059147397643727284,0.19762697798193882,-0.0060109977467349305,-0.068725348867099
52,linear_reg,8100,20,0.06067334399763754,0.20288250646094866,0.002124827384496214,-0.0721389813273028
53,linear_reg,8600,20,0.059801387628644585,0.19886963919524125,-0.017649790213972123,-0.07012633348481039
54,linear_reg,100,30,0.06548219038141603,0.20760549543276405,-0.09858010826865882,-0.20969548118029796
55,linear_reg,600,30,0.06159226589323995,0.2001993655559698,-0.026325506455716696,-0.08552388778328478
56,linear_reg,1100,30,0.06116934828301586,0.20293397802635824,-0.02362165422198976,-0.08611100774482701
57,linear_reg,1600,30,0.06336964432736006,0.20499980413645455,-0.008421408543564646,-0.09142443091810262
58,linear_reg,2100,30,0.06339682622312953,0.20518303186777528,-0.05552146879058849,-0.12751168170018182
59,linear_reg,2600,30,0.05635202804668591,0.1878113186428691,0.008375210845896468,-0.04538310517210466
60,linear_reg,3100,30,0.05678419667293744,0.1918475821776286,0.00841488730247913,-0.06443637881440376
61,linear_reg,3600,30,0.05669867789192563,0.19436453211124877,-0.0234724741866777,-0.10471293234988122
62,linear_reg,4100,30,0.05770392691405254,0.1985003086274701,0.0007517333800766246,-0.044628301583237676
63,linear_reg,4600,30,0.06559693199417019,0.20846266853200715,-0.00543422025160884,-0.0723839198589907
64,linear_reg,5100,30,0.061087070925648176,0.20055637461102888,-0.00715193527987919,-0.08625265266621637
65,linear_reg,5600,30,0.058004739294967335,0.19808698839857014,-0.006509844100660767,-0.06877699174846846
66,linear_reg,6100,30,0.06121767697964562,0.2028487925542078,-0.004615109128560302,-0.06575571120540138
67,linear_reg,6600,30,0.05770982200906884,0.19516242762283337,0.004445984162514238,-0.09887960316903019
68,linear_reg,7100,30,0.06015311727786835,0.19872521435357643,-0.0177360525228926,-0.09006217618843627
69,linear_reg,7600,30,0.06364714669256684,0.20658578621000245,0.007632113451844119,-0.08563972040066849
70,linear_reg,8100,30,0.06062881176246575,0.19943624495404969,-0.004619565461734326,-0.04629234678055098
71,linear_reg,8600,30,0.060989831927846,0.1989313893550066,-0.004383963345511615,-0.10768689999787177
72,linear_reg,100,40,0.07225158295255676,0.2170229862841329,-0.09437904024516804,-0.19609977527484176
73,linear_reg,600,40,0.05966554502561052,0.1958777276026588,-0.061975065977717,-0.10948350381906673
74,linear_reg,1100,40,0.06739941994797909,0.21569207612464916,-0.037296600900462454,-0.07295671531913568
75,linear_reg,1600,40,0.06410010376977787,0.20636846477824533,-0.05913803971535194,-0.11246370142230208
76,linear_reg,2100,40,0.06119498973457388,0.20287129372725224,-0.035848704663243205,-0.08467204707160339
77,linear_reg,2600,40,0.0637187576794743,0.20664428023463127,-0.02956102181438471,-0.0694398319655026
78,linear_reg,3100,40,0.0612284498949911,0.20191651125711202,-0.047027386307332344,-0.1056869550257078
79,linear_reg,3600,40,0.06434874078096878,0.20288024980557298,-0.00041605284674806065,-0.03234565197350966
80,linear_reg,4100,40,0.05702698799828883,0.1957106444045416,-0.027768596605898865,-0.06569612847619047
81,linear_reg,4600,40,0.05952501447845817,0.20069240718656683,0.000335653080876247,-0.03953814418329364
82,linear_reg,5100,40,0.06185970723927966,0.20154378181555188,-0.018531003098404126,-0.07533865370337597
83,linear_reg,5600,40,0.06110470077775646,0.20176178019367877,-0.00484821422398875,-0.08943446195531629
84,linear_reg,6100,40,0.06285651304463906,0.20188144447029926,0.01095978223252822,-0.07294984890360393
85,linear_reg,6600,40,0.0612381577717106,0.20281819097719306,-0.02763662235566733,-0.08785455743998605
86,linear_reg,7100,40,0.06671182083990626,0.20960399360157536,-0.03396847429531812,-0.09534345806681628
87,linear_reg,7600,40,0.06169728316478414,0.2018068782012618,0.0059440401814180146,-0.05746255063672414
88,linear_reg,8100,40,0.058318513063182364,0.1965287187637909,0.007669806141404206,-0.05637166938627094
89,linear_reg,8600,40,0.060400341268580696,0.20071543490083016,-0.007999521487759714,-0.05890474518015267
